show_id,type,title,director,country,date_added,release_year,rating,duration,genre,description,year_added,month_added,season_count
s7012,Movie,"Houston, We Have a Problem!",Ziga Virc,"Slovenia, Croatia, Germany, Czech Republic, Qatar",2017-07-20,2016,TV-14,84,Comedies,"Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s.",2017,7,
s7013,Movie,How the Beatles Changed the World,Tom O'Dell,"United States, United Kingdom",2018-02-01,2017,TV-PG,110,Documentaries,Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.,2018,2,
s7014,Movie,How the Grinch Stole Christmas,Ron Howard,United States,2017-06-01,2000,PG,105,Children & Family Movies,The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,2017,6,
s7015,Movie,How to Be a Latin Lover,Ken Marino,"Mexico, United States",2019-11-01,2017,PG-13,116,Comedies,"When an aging Lothario gets the boot from his sugar mama, he must pull out all the stops to find a new female sponsor.",2019,11,
s7016,Movie,How to Be a Player,Lionel C. Martin,United States,2019-11-01,1997,R,94,Comedies,"Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.",2019,11,
s7019,Movie,How to Make an American Quilt,Jocelyn Moorhouse,United States,2018-04-01,1995,PG-13,116,Dramas,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",2018,4,
s7021,Movie,Hridaynath,Amar Gupte,India,2018-01-01,2012,TV-14,103,Dramas,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.,2018,1,
s7022,Movie,Hulk Vs.,"Sam Liu, Frank Paur",United States,2020-06-01,2009,PG-13,83,Action & Adventure,This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.,2020,6,
s7023,Movie,Hum Saath-Saath Hain,Sooraj R. Barjatya,India,2018-01-01,1999,TV-G,176,Dramas,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan.",2018,1,
s7024,Movie,Humko Deewana Kar Gaye,Raj Kanwar,India,2017-10-22,2006,TV-PG,149,International Movies,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.,2017,10,
s7026,Movie,Hungerford,Drew Casson,United Kingdom,2018-06-23,2014,TV-MA,79,Horror Movies,"While filming his daily life for a media course, Cowen discovers his small English town may be under an ominous and otherworldly influence.",2018,6,
s7027,Movie,Hunt to Kill,Keoni Waxman,Canada,2020-01-01,2010,R,97,Action & Adventure,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,2020,1,
s7028,Movie,Hunter's Prayer,Jonathan Mostow,"United States, Spain, Germany",2019-10-22,2015,R,91,Action & Adventure,A hired gun has second thoughts when he's contracted to kill a teenage girl whose father's shady business dealings put her life in danger.,2019,10,
s7031,Movie,Hurricane Bianca,Matt Kugelman,United States,2017-01-01,2016,TV-MA,85,Comedies,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge.",2017,1,
s7032,Movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,United States,2018-08-15,2018,TV-MA,85,Comedies,"When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down.",2018,8,
s7033,Movie,Hustle & Flow,Craig Brewer,United States,2019-12-01,2005,R,117,Dramas,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.,2019,12,
s7035,Movie,Hypersomnia,Gabriel Grieco,Argentina,2017-06-08,2016,TV-MA,84,Horror Movies,A young actress rehearsing for a play about human trafficking begins to relive terrifying scenes that may be dreams – or an alternate reality.,2017,6,
s7036,Movie,I Am,Onir,"India, Japan",2019-03-04,2010,TV-MA,106,Dramas,"Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories.",2019,3,
s7037,Movie,I Am Bolt,"Benjamin Turner, Gabe Turner",United Kingdom,2017-10-01,2016,PG,107,Documentaries,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy.",2017,10,
s7038,Movie,I Am Jane Doe,Mary Mazzio,United States,2017-05-26,2017,TV-14,98,Documentaries,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.,2017,5,
s7039,Movie,I Am Maris,Laura VanZee Taylor,United States,2019-04-01,2018,TV-14,54,Documentaries,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance.",2019,4,
s7041,Movie,I Am Not Madame Bovary,Feng Xiaogang,China,2017-09-02,2016,TV-14,139,Comedies,"To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice.",2017,9,
s7043,Movie,I Am Vengeance,Ross Boyask,United Kingdom,2018-12-22,2018,R,93,Action & Adventure,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge.",2018,12,
s7044,Movie,I Am Wrath,Chuck Russell,United States,2019-09-16,2016,R,91,Action & Adventure,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",2019,9,
s7045,Movie,I Don't Know How She Does It,Douglas McGrath,United States,2019-03-23,2011,PG-13,89,Comedies,"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance.",2019,3,
s7047,Movie,I Fine... Thank You... Love You,Mez Tharatorn,Thailand,2018-09-05,2014,TV-14,116,Comedies,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",2018,9,
s7048,Movie,"I, Daniel Blake",Ken Loach,"United Kingdom, France, Belgium",2019-04-19,2016,R,100,Dramas,"While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight.",2019,4,
s7049,Movie,I'll See You in My Dreams,Brett Haley,United States,2019-10-22,2015,PG-13,96,Comedies,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves.",2019,10,
s7050,Movie,I'm in Love with a Church Girl,Steve Race,United States,2017-10-01,2013,PG,119,Dramas,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.",2017,10,
s7052,Movie,Ice Guardians,Brett Harvey,"Canada, Ireland, United States",2017-10-01,2016,TV-MA,108,Documentaries,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys.",2017,10,
s7053,Movie,Iceman,Law Wing-cheong,"China, Hong Kong",2018-01-23,2014,R,104,Action & Adventure,"Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle.",2018,1,
s7054,Movie,Ideachi Kalpana,Sachin,India,2018-01-01,2010,TV-14,124,Comedies,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner.",2018,1,
s7056,Movie,Igor,Tony Leondis,"United States, France",2019-09-01,2008,PG,87,Children & Family Movies,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.",2019,9,
s7057,Movie,Iliza Shlesinger: War Paint,Jay Chapman,United States,2013-09-01,2013,NR,75,Stand-Up Comedy,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas.",2013,9,
s7058,Movie,Imagine That,Karey Kirkpatrick,"United States, Germany",2019-12-07,2009,PG,108,Children & Family Movies,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions.",2019,12,
s7059,Movie,Immoral Tales,Walerian Borowczyk,France,2019-06-06,1974,UR,103,Dramas,"This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects.",2019,6,
s7061,Movie,In Search of Fellini,Taron Lexton,United States,2018-03-19,2017,R,103,Action & Adventure,A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.,2018,3,
s7062,Movie,In The Deep,Johannes Roberts,"United Kingdom, United States, Dominican Republic",2018-01-10,2017,PG-13,89,Horror Movies,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby.",2018,1,
s7063,Movie,Incir Receli 2,Aytaç Ağırlar,Turkey,2017-03-10,2014,TV-14,103,Dramas,"Grief-stricken over the death of his true love, singer-songwriter Metin has given up on life, until he meets Gizem, who slowly reawakens his heart.",2017,3,
s7064,Movie,Incoming,Eric Zaragosa,"Serbia, United States",2018-10-26,2019,TV-MA,89,Action & Adventure,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them.",2018,10,
s7065,Movie,Incomplete,Suman Mukhopadhyay,India,2017-04-08,2017,TV-MA,119,Dramas,"A man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union.",2017,4,
s7066,Movie,Inconceivable,Jonathan Baker,"United Kingdom, United States",2018-03-01,2017,R,106,Thrillers,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.,2018,3,
s7068,Movie,Incredibles 2 (Spanish Version),Brad Bird,United States,2019-02-08,2018,PG,118,Children & Family Movies,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",2019,2,
s7069,Movie,INDIA,Sanjeev Gupta,India,2017-02-17,2014,NR,95,Dramas,"A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",2017,2,
s7071,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,United States,2019-01-01,2008,PG-13,123,Action & Adventure,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.",2019,1,
s7072,Movie,Indiana Jones and the Last Crusade,Steven Spielberg,United States,2019-01-01,1989,PG-13,127,Action & Adventure,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.",2019,1,
s7073,Movie,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,United States,2019-01-01,1981,PG,116,Action & Adventure,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",2019,1,
s7074,Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,United States,2019-01-01,1984,PG,119,Action & Adventure,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.",2019,1,
s7075,Movie,Indiscretion,John Stewart Muller,United States,2017-02-01,2016,TV-MA,99,Dramas,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession.",2017,2,
s7076,Movie,Inequality for All,Jacob Kornbluth,United States,2018-08-29,2013,PG,90,Documentaries,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.,2018,8,
s7078,Movie,Inglourious Basterds,Quentin Tarantino,"Germany, United States",2019-07-22,2009,R,153,Action & Adventure,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.",2019,7,
s7079,Movie,Inkheart,Iain Softley,"Germany, United Kingdom, United States",2019-07-01,2008,PG,106,Action & Adventure,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",2019,7,
s7080,Movie,Insan,K. Subhash,India,2018-03-01,2005,TV-14,141,Action & Adventure,"A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever.",2018,3,
s7085,Movie,Instructions Not Included,Eugenio Derbez,Mexico,2020-01-01,2013,PG-13,122,Comedies,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.",2020,1,
s7087,Movie,Internet Famous,Michael Gallagher,United States,2016-07-21,2016,TV-14,87,Comedies,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.,2016,7,
s7088,Movie,Into the Forest,Patricia Rozema,Canada,2018-11-07,2015,R,102,Dramas,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse.",2018,11,
s7089,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,Japan,2017-09-01,2004,TV-PG,88,Action & Adventure,"Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",2017,9,
s7090,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,Japan,2017-09-01,2003,TV-14,99,Action & Adventure,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,2017,9,
s7091,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,2017-09-01,2002,TV-14,99,Action & Adventure,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",2017,9,
s7092,Movie,Invictus,Clint Eastwood,United States,2019-11-01,2009,PG-13,134,Dramas,"After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",2019,11,
s7094,Movie,Inxeba,John Trengove,"South Africa, Germany, Netherlands, France",2018-02-01,2017,TV-MA,88,Dramas,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.",2018,2,
s7095,Movie,Iqbal,Nagesh Kukunoor,India,2018-03-01,2006,TV-Y7,127,Dramas,A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.,2018,3,
s7096,Movie,Irada Pakka,Kedar Shinde,India,2018-03-15,2010,TV-14,137,Comedies,"Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.",2018,3,
s7097,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,United States,2019-07-19,2018,TV-14,77,Documentaries,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states.",2019,7,
s7098,Movie,Iron Man & Captain America: Heroes United,Leo Riley,United States,2014-10-12,2014,PG,71,Children & Family Movies,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",2014,10,
s7100,Movie,Ishqedarriyaan,V. K. Prakash,India,2018-03-01,2015,TV-14,130,Dramas,A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.,2018,3,
s7103,Movie,Issaq,Manish Tiwary,India,2018-03-01,2013,TV-MA,140,Dramas,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.,2018,3,
s7104,Movie,It Takes Two,Andy Tennant,United States,2019-11-20,1995,PG,101,Children & Family Movies,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.",2019,11,
s7105,Movie,It's Fine,Ismail Farouk,Missing,2019-05-03,2012,TV-14,101,Comedies,"When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention.",2019,5,
s7106,Movie,It's Now or Never,Maria Ripoll,Spain,2016-03-01,2015,TV-MA,91,Comedies,"When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart.",2016,3,
s7107,Movie,"It's Okay, Buddy",Hani Hamdi,Egypt,2019-06-06,2017,TV-14,84,Comedies,Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.,2019,6,
s7108,Movie,Iverson,Zatella Beatty,United States,2016-04-01,2014,NR,88,Documentaries,"This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport.",2016,4,
s7109,Movie,최강전사 미니특공대 : 영웅의 탄생,Young Jun Lee,Missing,2018-09-01,2018,TV-Y7,68,Children & Family Movies,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.",2018,9,
s7110,Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,India,2019-12-31,2006,TV-14,163,Dramas,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.",2019,12,
s7111,Movie,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla","France, Belgium",2017-02-08,2013,PG,93,Children & Family Movies,"Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal.",2017,2,
s7113,TV Show,Jack Taylor,Stuart Orme,"United States, Ireland",2013-03-31,2016,TV-MA,,Crime TV Shows,Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.,2013,3,1
s7114,Movie,Jackie Brown,Quentin Tarantino,United States,2019-08-01,1997,R,154,Dramas,"When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",2019,8,
s7115,Movie,Jackpot,Dustin Nguyen,Vietnam,2018-10-06,2015,TV-14,92,Comedies,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,2018,10,
s7116,Movie,Jail,Madhur Bhandarkar,India,2019-12-31,2009,TV-14,132,Dramas,"Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial.",2019,12,
s7118,Movie,Jal,Girish Malik,India,2017-10-15,2013,TV-14,132,Dramas,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,2017,10,
s7119,Movie,Jalpari: The Desert Mermaid,Nila Madhab Panda,India,2018-05-19,2012,TV-14,94,Dramas,"When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.",2018,5,
s7120,Movie,Janaan,Azfar Jafri,Pakistan,2017-09-15,2016,TV-14,132,Comedies,"After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.",2017,9,
s7122,Movie,Jay and Silent Bob Strike Back,Kevin Smith,United States,2019-01-01,2001,R,105,Comedies,"Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.",2019,1,
s7123,Movie,Jealousy and medicine,Janusz Majewski,Poland,2019-10-01,1973,TV-MA,97,Dramas,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss.",2019,10,
s7125,Movie,Jeremy Scott: The People's Designer,Vlad Yudin,United States,2016-04-01,2015,PG-13,109,Documentaries,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.,2016,4,
s7127,Movie,Jersey Boys,Clint Eastwood,United States,2019-01-01,2014,R,134,Dramas,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",2019,1,
s7128,Movie,Jesus: Countdown to Calvary,Gerry Hoban,"Ireland, United States, France",2019-04-01,2018,TV-14,53,Documentaries,Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.,2019,4,
s7129,Movie,Jewel's Catch One,C. Fitz,United States,2018-05-01,2016,TV-MA,84,Documentaries,"The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",2018,5,
s7131,Movie,Jimi Hendrix,Joe Boyd,United States,2019-11-01,1973,R,102,Documentaries,"Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.",2019,11,
s7133,Movie,Jiro Dreams of Sushi,David Gelb,United States,2019-06-05,2011,PG,79,Documentaries,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.",2019,6,
s7134,Movie,Jis Desh Men Ganga Behti Hai,Radhu Karmakar,Missing,2019-12-31,1960,TV-14,181,Action & Adventure,"Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities.",2019,12,
s7137,Movie,John Carter,Andrew Stanton,United States,2019-05-02,2012,PG-13,133,Action & Adventure,"One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",2019,5,
s7138,Movie,John Day,Ahishor Solomon,India,2019-12-31,2013,TV-MA,125,International Movies,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud.",2019,12,
s7140,Movie,Jonathan,Bill Oliver,United States,2019-04-16,2018,TV-MA,101,Dramas,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down.",2019,4,
s7141,TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,United Kingdom,2016-08-25,2015,TV-14,,British TV Shows,"In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange.",2016,8,1
s7142,Movie,Jora 10 Numbaria,Amardeep Singh Gill,India,2018-01-01,2017,TV-MA,135,Action & Adventure,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.",2018,1,
s7145,Movie,Judwaa,David Dhawan,India,2019-12-31,1997,TV-14,133,Comedies,"Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past.",2019,12,
s7146,Movie,Judy Moody and the Not Bummer Summer,John Schultz,United States,2019-08-08,2011,PG,91,Children & Family Movies,"In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal.",2019,8,
s7148,Movie,Julie & Julia,Nora Ephron,United States,2021-01-01,2009,PG-13,123,Comedies,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",2021,1,
s7150,Movie,Jumping the Broom,Salim Akil,United States,2020-11-01,2011,PG-13,113,Comedies,"After a whirlwind romance, a couple rushes to say ""I do"" at the bride's family estate on Martha's Vineyard, where their relations meet — and clash.",2020,11,
s7151,Movie,Junebug,Phil Morrison,United States,2019-03-01,2005,R,107,Comedies,"When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.",2019,3,
s7152,Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski","United States, Australia",2019-08-01,2015,PG-13,128,Action & Adventure,A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,2019,8,
s7153,Movie,Just Friends,Roger Kumble,"Germany, United States, Canada",2019-09-01,2005,PG-13,94,Comedies,"Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.",2019,9,
s7154,Movie,"Justice, My Foot!",Johnnie To,Hong Kong,2018-08-31,1992,TV-14,95,Action & Adventure,Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.,2018,8,
s7155,Movie,Justin Bieber: Never Say Never,Jon M. Chu,United States,2018-01-01,2011,G,106,Documentaries,"Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",2018,1,
s7157,Movie,K-19: The Widowmaker,Kathryn Bigelow,"United Kingdom, Germany, Canada, United States",2019-11-21,2002,PG-13,138,Action & Adventure,"On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",2019,11,
s7159,Movie,Kaabil,Sanjay Gupta,India,2017-06-25,2017,TV-14,139,Dramas,"The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.",2017,6,
s7160,Movie,Kaakan,Kranti Redkar,India,2018-03-01,2015,TV-PG,132,Dramas,"Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.",2018,3,
s7161,Movie,Kaalia,Tinnu Anand,India,2019-12-31,1981,TV-14,173,Action & Adventure,"Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",2019,12,
s7162,Movie,Kaaliyan,Jijo Pancode,India,2018-08-01,2017,TV-PG,105,Dramas,"An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.",2018,8,
s7163,Movie,Kabali (Hindi Version),Pa. Ranjith,India,2017-12-15,2016,TV-MA,148,Action & Adventure,"In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family.",2017,12,
s7164,Movie,Kacche Dhaagey,Buta Singh,India,2017-11-01,2016,TV-14,120,Dramas,"While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste.",2017,11,
s7165,Movie,Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","United States, France, Canada, Lebanon, Qatar",2017-10-01,2014,PG,85,Children & Family Movies,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,2017,10,
s7166,Movie,Kajraare,Pooja Bhatt,India,2017-10-22,2010,TV-14,113,Dramas,"A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.",2017,10,
s7167,Movie,Kaleidoscope,Rupert Jones,United Kingdom,2018-05-08,2016,TV-MA,99,Thrillers,A quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.,2018,5,
s7168,Movie,Kalki,Dhilip Kumar,India,2018-03-01,2017,TV-14,41,Dramas,A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.,2018,3,
s7170,Movie,Karzzzz,Satish Kaushik,India,2017-10-22,2008,TV-14,137,International Movies,"When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime.",2017,10,
s7171,Movie,Kate & Leopold,James Mangold,United States,2020-01-01,2001,PG-13,118,Comedies,A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,2020,1,
s7172,Movie,Katha,Sai Paranjape,India,2019-12-31,1982,TV-PG,140,Comedies,"Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead.",2019,12,
s7173,Movie,Katt Williams: Live,Alphonso J. Wesson,United States,2018-07-19,2006,NR,85,Stand-Up Comedy,"Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer.",2018,7,
s7174,Movie,Kaviyude Osyath,Vineeth Anil,India,2018-07-01,2017,TV-14,116,Dramas,"When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.",2018,7,
s7175,Movie,Kay Dyache Bola,Chandrakant Kulkarni,India,2018-01-01,2005,TV-14,133,Comedies,"Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case.",2018,1,
s7176,TV Show,Ken Burns: The Civil War,Ken Burns,United States,2017-02-22,1990,TV-14,,Docuseries,"Ken Burns's documentary depicts the action of famous Civil War battles, and relates the stories of soldiers, generals and a beleaguered president.",2017,2,1
s7179,Movie,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",United States,2018-10-01,2011,R,89,Stand-Up Comedy,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",2018,10,
